Description	Orthogroup	gafu	acte	ando	chfle	chfus	cyca	enqua	heau	hecri	hehe	hemag	hyva	mado	neno	neva	oula	sama	stgag	sthad	stmer
desc	OG0005569	50	4	7	27	10	8	4	18	18	12	8	15	5	26	7	11	10	10	11	11
desc	OG0005186	44	6	2	1	4	8	8	10	11	1	7	3	1	5	5	7	4	8	4	11
desc	OG0003897	15	9	5	5	8	4	6	18	16	6	9	30	8	9	16	2	7	5	4	6
desc	OG0002909	10	6	2	2	2	1	8	7	7	5	16	5	4	3	10	8	4	23	7	10
desc	OG0005812	21	11	18	6	6	2	4	77	22	12	28	1	15	10	46	104	15	46	0	22
desc	OG0001190	183	5	26	1	10	2	21	37	58	44	30	12	16	11	5	11	7	27	14	44
desc	OG0006356	12	6	2	3	3	1	16	14	14	9	10	2	6	3	6	4	1	15	9	15
desc	OG0001954	8	3	2	4	10	2	4	7	4	3	4	0	0	11	4	3	17	4	5	11
desc	OG0000495	6	3	3	1	2	1	6	15	14	8	7	0	10	2	2	2	1	10	7	7
desc	OG0000645.2	1	1	1	1	2	1	2	5	4	3	1	1	1	1	2	1	0	2	2	3
desc	OG0003442	14	3	5	2	2	6	4	8	8	1	5	5	4	4	4	7	7	7	5	8
desc	OG0005217	11	3	3	1	4	5	5	22	26	12	10	10	12	5	44	14	4	16	23	10
desc	OG0005181	3	2	1	1	2	2	5	9	6	2	3	7	9	3	4	1	3	2	2	4
desc	OG0003169	10	5	2	1	2	1	11	15	11	9	7	5	5	3	7	4	1	14	12	12
desc	OG0003470	10	5	2	1	2	2	2	9	6	2	3	4	2	2	0	2	1	2	1	3
desc	OG0002610	8	1	1	1	3	2	3	7	6	10	6	3	3	2	5	2	2	11	5	5
desc	OG0002770	2	1	2	16	3	10	28	11	4	1	4	20	1	8	2	1	11	3	8	10
desc	OG0005083	7	2	3	1	3	1	1	4	4	6	3	13	2	3	8	5	3	5	5	6
desc	OG0005467	38	3	3	4	3	2	6	20	14	9	9	10	10	3	4	7	4	14	10	11
desc	OG0004491	57	10	20	15	7	27	14	44	46	27	52	46	3	15	0	43	26	41	64	64
desc	OG0006944	19	3	2	1	2	2	3	10	12	10	8	5	13	5	11	5	5	8	7	8
desc	OG0003679	9	5	2	2	2	1	4	11	6	6	9	3	4	6	8	7	4	12	10	9
desc	OG0005482	26	7	11	6	7	2	14	32	34	20	20	17	14	16	22	10	15	25	27	31
desc	OG0004387	50	9	17	56	16	3	27	28	24	18	49	99	9	52	11	27	47	28	27	37
desc	OG0004208	15	4	2	2	2	2	4	9	16	8	7	9	4	5	2	6	2	16	5	8
desc	OG0002518	14	2	4	14	3	5	2	2	2	4	4	2	0	5	4	4	6	6	4	6
desc	OG0005883	9	7	9	1	4	3	7	8	6	4	5	14	1	5	4	9	11	10	4	10
desc	OG0006197	18	10	33	8	7	12	31	29	13	6	27	71	7	8	7	9	7	16	47	30
desc	OG0005163	7	5	1	1	2	1	2	7	3	3	2	23	2	3	6	1	7	13	4	6
desc	OG0002612	2	2	1	1	2	3	4	2	2	4	2	4	2	1	2	2	0	4	4	2
desc	OG0006900	40	7	7	13	4	6	7	11	9	9	8	35	6	7	14	11	24	15	11	7
desc	OG0004412	4	3	5	1	2	0	12	6	8	3	3	2	2	3	3	5	6	4	8	6
desc	OG0007168	16	18	8	9	3	11	10	8	10	8	12	114	4	10	4	20	13	10	9	10
desc	OG0004143	4	2	1	1	2	2	5	2	2	8	2	13	2	17	6	3	5	2	1	3
desc	OG0006768	24	8	6	6	7	4	10	17	12	19	21	13	5	17	4	15	11	24	16	18
desc	OG0002778	5	2	1	2	3	1	2	5	5	8	5	6	1	2	7	4	2	12	4	3
desc	OG0002119	13	4	1	4	3	2	17	17	12	8	13	7	14	6	9	6	2	25	12	15
desc	OG0005705	19	17	5	2	2	2	12	11	14	12	23	6	4	1	1	7	4	22	50	37
desc	OG0003861	11	1	1	1	2	5	5	3	3	3	6	10	2	4	2	2	1	4	5	3
desc	OG0000917.1	15	5	4	2	4	5	3	8	6	7	10	3	2	9	7	4	6	10	9	15
desc	OG0002934	3	1	1	1	2	3	3	4	3	2	3	1	0	2	3	1	2	4	3	4
desc	OG0006686	15	2	4	4	5	3	6	8	9	10	5	9	4	13	8	12	11	7	10	9
desc	OG0003552	18	4	5	13	2	1	6	8	6	8	11	6	4	2	3	4	2	11	15	14
desc	OG0005826	7	1	2	1	2	2	6	4	4	4	3	3	3	2	1	2	7	5	4	5
desc	OG0006117	4	1	3	2	2	3	1	2	2	2	3	5	1	3	1	2	2	3	2	6
desc	OG0007173	8	3	4	3	1	4	12	9	13	8	6	8	1	5	7	7	7	9	12	6
desc	OG0007266	15	6	7	3	2	2	9	12	9	8	14	20	4	8	5	15	15	7	6	7
desc	OG0005579	6	2	3	1	5	4	7	6	6	6	6	8	4	17	2	6	8	6	3	7
desc	OG0000511.1	8	4	1	12	4	0	3	2	2	6	4	8	2	3	7	1	4	9	5	8
desc	OG0002499	7	4	10	1	2	2	5	9	9	10	7	11	5	5	2	7	2	11	10	8
desc	OG0006665	24	4	4	1	2	6	10	10	8	13	14	6	4	6	13	8	6	12	11	15
desc	OG0003166	9	1	1	1	3	1	2	9	15	16	2	2	6	2	3	3	1	4	2	4
desc	OG0004021	16	6	2	7	4	3	8	12	12	13	8	5	8	3	8	3	1	11	9	10
desc	OG0006539	8	6	5	5	4	6	7	9	12	2	4	7	2	7	8	2	10	8	12	6
desc	OG0005955	31	4	5	4	3	3	10	10	10	18	12	28	3	17	6	15	10	10	11	22
desc	OG0002736	87	3	2	1	2	4	5	10	8	9	8	15	2	9	2	6	3	9	7	8
desc	OG0002124	82	47	9	1	7	6	9	23	62	21	29	14	8	14	10	9	10	37	33	57
desc	OG0004090	19	2	2	2	2	5	4	7	7	6	5	15	2	4	8	2	4	14	7	6
desc	OG0006702	4	1	2	1	1	3	4	4	3	4	6	2	1	3	3	2	2	11	6	9
desc	OG0006134	140	40	113	21	34	56	76	131	100	88	108	64	40	37	15	51	35	86	115	104
desc	OG0002922	7	1	1	1	2	1	3	3	19	8	4	2	19	2	3	3	2	6	6	6
desc	OG0007273	7	2	2	1	2	2	6	2	2	6	5	1	2	2	4	3	5	8	10	8
desc	OG0005840	19	12	21	59	30	3	8	15	17	12	16	10	6	32	39	14	12	22	28	14
desc	OG0006514	15	3	3	1	2	2	3	8	7	9	4	12	4	7	8	5	3	10	7	6
desc	OG0004943	4	2	1	1	2	2	4	6	6	6	6	4	2	6	2	3	5	3	59	3
desc	OG0005878	11	5	8	5	2	3	15	42	33	42	35	6	3	28	13	13	1	35	67	34
desc	OG0007185	18	4	3	1	2	5	6	10	6	6	8	45	0	7	7	7	5	8	7	9
desc	OG0005751	10	4	3	4	4	3	8	16	10	5	11	99	20	3	2	5	5	16	10	11
desc	OG0004311	7	1	1	1	2	2	0	3	4	3	1	1	1	2	3	1	3	2	2	4
desc	OG0005553	9	4	3	2	3	5	4	7	7	8	4	13	2	4	6	4	3	6	7	6
desc	OG0007283	5	3	2	1	3	55	2	4	4	4	5	8	2	7	3	4	3	8	3	3
desc	OG0003011	11	8	4	12	3	2	11	13	11	12	8	23	12	6	7	6	1	16	10	12
desc	OG0006466	8	7	1	1	5	1	3	15	10	6	10	5	4	3	4	7	3	13	12	7
desc	OG0003632	10	2	2	1	2	1	4	4	6	5	5	4	2	1	2	2	1	3	5	4
desc	OG0005632	18	3	2	3	3	2	6	8	7	8	16	7	3	5	16	4	4	13	13	14
desc	OG0002245	6	3	1	1	2	1	1	4	5	6	3	2	4	2	1	2	1	6	2	2
desc	OG0005732	16	3	4	3	2	1	4	3	4	6	3	8	2	3	2	4	2	4	4	4
desc	OG0001259	19	5	2	2	2	1	7	7	6	8	9	4	1	4	3	4	9	10	7	8
desc	OG0007131	31	36	41	3	16	13	27	11	12	16	30	14	13	21	43	51	12	26	36	31
desc	OG0006421	9	4	3	2	2	1	6	6	8	8	6	3	4	3	7	6	2	10	8	7
desc	OG0005195	56	6	14	44	2	28	30	162	90	39	163	2	13	12	10	27	3	272	55	236
desc	OG0005652	6	2	2	2	2	7	3	8	5	4	4	25	1	12	2	5	4	6	5	6
desc	OG0000854	5	11	2	1	2	1	7	6	4	1	3	14	1	2	7	2	3	4	6	5
desc	OG0005874	75	15	7	3	4	2	9	27	18	27	17	37	8	16	6	18	9	16	16	24
desc	OG0007152	14	1	1	1	2	5	6	5	3	2	8	3	1	1	1	3	4	7	6	4
desc	OG0004180	2	2	2	6	2	1	2	4	7	2	4	6	1	1	4	2	2	4	6	8
desc	OG0004088	11	3	2	4	2	2	6	19	15	16	10	10	9	3	11	9	1	12	14	14
desc	OG0003246	17	0	1	1	2	2	2	3	2	3	3	4	2	3	3	1	2	4	2	3
desc	OG0004157	19	3	3	3	17	1	12	17	15	12	11	25	8	15	24	6	7	16	15	17
desc	OG0003334	10	1	1	1	3	2	2	4	6	5	2	23	1	5	10	2	2	2	3	8
desc	OG0004642	11	2	1	1	2	1	2	9	6	6	4	2	6	2	3	2	1	6	8	6
desc	OG0004016	12	11	3	2	6	10	10	20	16	13	14	3	8	7	10	7	4	18	15	14
desc	OG0003640	53	8	4	7	9	17	20	14	7	8	9	25	2	19	11	6	17	15	12	14
desc	OG0007008	4	1	1	1	2	2	5	3	4	2	4	1	2	4	3	2	2	3	2	4
desc	OG0003213	8	2	1	3	2	1	3	2	4	5	9	14	1	5	5	3	4	7	2	4
desc	OG0000110	30	9	23	4	10	16	7	17	25	26	11	161	9	42	22	38	18	15	22	9
desc	OG0006518	8	8	3	4	3	2	8	13	10	8	12	14	7	6	7	6	2	14	17	17
desc	OG0003428	39	3	3	1	3	4	2	4	5	8	6	14	6	11	11	9	16	8	8	14
desc	OG0003707	5	2	2	1	2	5	3	8	5	4	3	6	3	5	4	3	2	8	7	5
desc	OG0006741	11	1	2	2	2	14	3	3	2	2	3	4	0	1	5	4	3	4	8	6
desc	OG0005716	2	1	2	1	3	1	4	3	6	4	7	2	3	1	2	1	2	5	4	6
desc	OG0006575	6	4	3	9	2	4	20	8	4	10	6	38	2	8	3	3	10	6	22	10
desc	OG0000215.2	4	1	1	1	1	1	2	2	2	3	10	10	1	3	3	2	3	2	3	9
desc	OG0000865.2	5	5	1	1	2	1	4	7	7	4	5	12	3	6	5	3	4	7	7	8
desc	OG0007305	24	9	2	3	6	4	7	19	8	6	9	5	4	4	3	10	11	7	6	16
desc	OG0006198	9	14	6	4	2	1	2	6	6	9	5	11	2	5	17	7	3	4	2	3
desc	OG0001784	4	1	1	1	2	1	3	5	5	4	2	1	2	1	4	1	1	3	2	3
desc	OG0006068	8	6	5	1	3	16	3	7	7	8	19	57	2	10	27	14	6	8	8	11
desc	OG0005296	15	4	6	1	7	8	2	12	10	14	11	4	2	8	8	12	7	8	12	14
desc	OG0004867	3	1	4	2	2	1	2	6	8	8	5	2	4	20	1	3	1	7	4	6
desc	OG0004051	50	7	6	5	3	1	13	28	14	11	17	24	8	6	15	7	3	14	17	19
desc	OG0006013	6	1	1	1	1	3	2	3	4	5	4	7	1	2	1	1	1	13	6	5
desc	OG0002626	11	1	4	2	3	1	8	12	13	10	6	8	12	8	5	5	3	9	11	9
desc	OG0001701	5	1	1	1	2	2	5	6	5	5	6	8	3	3	6	1	2	5	5	5
desc	OG0006828	6	3	3	2	3	5	6	9	6	8	4	1	2	5	5	2	3	7	5	8
desc	OG0003287	18	3	2	1	4	4	4	8	8	7	3	1	2	6	5	4	5	8	4	5
desc	OG0002231	4	1	1	1	2	3	2	4	2	2	2	4	1	3	2	1	2	2	3	4
desc	OG0004479	7	1	1	1	2	2	2	3	2	8	6	3	1	2	3	1	2	6	3	8
desc	OG0006692	12	9	6	6	7	6	5	15	12	10	7	61	4	7	7	18	10	8	8	8
desc	OG0003797	6	1	1	2	2	2	5	4	3	6	2	10	0	6	4	4	6	6	6	5
desc	OG0000525	47	18	20	36	12	18	32	27	22	18	31	110	6	33	18	25	42	36	33	30
desc	OG0001121	9	6	10	2	5	5	9	16	14	10	15	21	10	10	9	16	9	11	11	20
desc	OG0006536	13	8	8	1	2	5	17	11	17	16	19	5	2	9	15	14	2	26	22	21
desc	OG0001056.1	20	10	13	10	17	2	26	26	24	18	26	292	16	41	8	31	45	24	18	10
desc	OG0001060	19	10	9	2	4	18	13	24	32	14	14	8	6	19	6	16	7	24	19	20
desc	OG0001709	5	1	1	1	2	2	2	2	3	2	4	18	0	2	5	2	1	7	10	14
desc	OG0003708	3	1	1	1	3	0	1	3	4	2	3	3	0	2	2	2	1	6	4	4
desc	OG0005582	12	2	3	1	2	1	3	4	3	6	6	3	1	3	5	2	2	6	5	6
desc	OG0004997	10	2	3	7	2	1	8	9	9	6	8	30	4	6	7	5	16	10	6	14
desc	OG0002910	66	4	3	4	7	2	35	30	40	43	31	27	14	10	24	15	14	53	51	54
desc	OG0001065	17	10	6	4	2	2	18	9	11	8	16	10	6	5	9	6	6	10	9	18
desc	OG0003188	16	4	2	2	2	3	6	7	12	12	11	11	4	20	9	4	4	16	12	14
desc	OG0003855	17	2	2	1	2	6	12	11	12	10	8	10	2	3	5	7	2	8	6	10
desc	OG0006461	35	4	10	4	2	1	9	7	5	4	9	0	5	4	3	6	2	7	9	16
desc	OG0006025	29	23	39	2	4	18	11	32	26	16	9	52	10	16	17	30	9	8	12	25
desc	OG0007088	16	8	13	4	3	9	10	20	11	10	17	8	5	7	5	7	8	13	12	19
desc	OG0003443	3	7	15	5	4	13	19	10	5	20	9	29	3	8	7	28	12	6	9	8
desc	OG0004232	11	2	2	2	2	1	8	8	12	10	7	10	2	8	3	3	9	7	8	8
desc	OG0000288.1	6	15	25	10	2	1	43	35	19	9	37	5	5	6	10	21	5	21	76	40
desc	OG0007223	4	1	1	8	2	2	1	1	2	2	2	2	1	3	1	1	3	2	1	1
desc	OG0005969	8	4	6	1	3	3	7	6	6	3	4	17	1	10	1	3	7	4	9	6
desc	OG0004137	5	8	2	2	2	1	10	9	7	11	8	16	10	3	8	4	1	14	11	24
desc	OG0003542	13	6	1	4	5	2	8	13	10	9	5	5	5	3	12	7	3	7	7	8
desc	OG0002322	8	4	2	1	2	1	2	9	4	2	6	8	11	3	2	2	1	6	4	6
desc	OG0005293	14	8	10	3	3	20	25	13	11	6	7	79	7	24	14	10	45	9	6	12
desc	OG0007135	23	5	5	33	5	11	5	10	17	13	9	96	8	24	6	6	6	8	10	7
desc	OG0002698	5	5	2	1	3	1	2	3	6	4	2	7	3	2	3	3	1	4	2	5
desc	OG0006772	16	4	10	2	4	4	10	25	14	10	15	23	12	18	4	12	18	14	14	18
desc	OG0004831	13	2	2	1	2	1	8	8	7	6	3	1	1	2	4	2	2	5	4	8
desc	OG0002693	4	2	1	1	3	2	3	3	3	8	3	0	3	3	3	3	1	4	4	6
desc	OG0004238	14	7	2	2	2	2	4	12	8	11	14	28	4	4	0	5	3	17	15	31
desc	OG0006838	28	32	7	4	3	9	6	13	9	11	11	9	7	3	7	7	9	12	8	14
desc	OG0004964	4	9	7	1	2	2	17	21	8	10	15	2	3	3	2	3	2	10	26	18
desc	OG0003894	9	29	70	558	42	5	40	56	54	110	50	254	28	54	88	61	403	22	48	24
desc	OG0004499	15	9	2	1	2	43	6	9	7	6	4	11	4	2	2	6	2	5	3	4
desc	OG0005263	32	6	8	1	3	3	11	10	10	5	12	10	2	7	36	9	4	12	8	23
desc	OG0007027	18	12	12	34	24	26	8	19	12	21	23	53	14	57	7	17	19	12	11	15
desc	OG0004166	5	10	16	2	3	2	11	23	19	14	25	3	8	7	6	11	29	16	22	26
desc	OG0006858	12	4	3	1	1	5	5	9	8	6	6	7	5	2	9	4	3	7	9	7
desc	OG0002095	4	5	1	1	2	1	0	3	2	2	1	12	1	2	1	1	1	1	1	1
desc	OG0007013	25	7	5	4	2	1	9	11	10	27	16	17	5	3	6	4	8	9	8	9
desc	OG0004189	7	2	2	2	2	2	2	4	7	2	3	7	1	5	7	3	2	3	3	5
desc	OG0007209	11	18	3	2	2	10	4	8	7	6	5	8	3	4	3	6	4	10	3	7
desc	OG0001248	9	8	17	9	10	11	22	26	12	5	17	5	4	29	4	12	30	13	20	20
desc	OG0003529	8	2	1	1	4	1	8	10	7	4	7	0	2	2	5	4	2	12	12	11
desc	OG0003526	74	20	17	2	11	2	38	56	55	56	31	5	22	12	34	29	9	71	81	52
desc	OG0003214	11	3	2	3	3	1	5	7	6	6	3	16	2	4	5	3	1	6	4	4
desc	OG0004254	9	2	1	1	2	1	3	7	6	5	5	2	2	1	5	3	1	9	6	10
desc	OG0005848	22	4	3	10	2	4	14	8	9	10	9	33	4	6	17	12	11	9	10	10
desc	OG0004446	9	10	1	1	2	1	3	3	3	5	3	1	2	2	5	2	2	3	2	32
desc	OG0006744	10	4	4	5	3	2	6	11	8	4	6	2	3	3	3	5	3	10	7	4
desc	OG0002232	17	12	11	6	5	2	12	12	12	9	12	11	1	8	5	11	5	16	7	12
desc	OG0004391	6	4	3	1	2	4	4	5	3	3	3	8	1	3	14	5	4	7	6	4
desc	OG0006723	7	2	5	5	14	7	4	8	8	4	4	11	5	29	4	3	13	3	6	8
desc	OG0006679	33	8	8	3	2	4	13	21	17	18	15	5	5	19	3	13	3	9	26	9
desc	OG0004829	10	2	1	1	2	2	13	8	6	8	14	4	2	2	7	5	3	12	22	22
desc	OG0001806	4	1	1	1	3	1	2	5	6	6	2	1	11	1	4	1	1	4	4	4
desc	OG0006439	20	10	11	6	7	2	18	35	28	24	34	27	13	8	27	17	13	28	33	30
desc	OG0005704	3	0	1	1	2	1	1	0	2	6	3	3	2	1	1	1	2	1	2	2
desc	OG0005798	13	2	3	1	2	12	3	6	13	5	3	8	4	3	4	5	6	4	4	8
desc	OG0004861	10	4	1	1	2	2	2	7	7	6	7	2	10	3	15	4	15	6	4	8
desc	OG0006237	24	8	12	3	5	21	8	18	16	17	21	171	3	13	7	17	9	20	9	21
desc	OG0005481	9	14	15	2	2	2	24	15	18	9	20	16	7	3	3	7	1	14	19	28
desc	OG0007280	12	3	3	1	5	3	4	11	6	5	6	1	2	51	4	9	4	7	7	8
desc	OG0003535	11	1	1	9	3	1	4	6	6	6	5	14	4	3	37	4	2	7	7	5
desc	OG0004494	8	2	1	1	2	3	2	4	2	2	2	2	14	4	3	2	4	3	2	6
desc	OG0003171	6	2	1	1	2	1	3	8	6	4	5	3	2	2	5	2	1	9	7	6
desc	OG0006028	16	17	51	2	3	7	31	75	62	3	15	42	2	21	6	7	7	36	48	52
desc	OG0000913	18	2	2	1	2	4	5	14	9	5	7	16	4	2	6	3	1	7	3	4
desc	OG0003846	13	1	1	1	2	2	2	11	6	6	4	10	6	2	6	3	2	7	4	6
desc	OG0004135	4	12	3	2	2	3	2	12	8	9	5	8	2	2	10	3	3	8	4	4
desc	OG0005270	11	8	2	1	2	2	5	2	2	3	3	7	2	4	3	7	5	3	8	8
desc	OG0007232	24	6	24	2	3	18	14	13	8	10	18	17	2	4	11	11	12	18	28	24
desc	OG0006100	43	3	2	2	2	2	6	12	6	5	8	2	5	8	5	7	2	9	11	11
desc	OG0004042	8	1	1	2	2	2	2	2	2	4	5	5	0	3	1	1	1	4	3	3
desc	OG0007089	16	4	2	1	4	9	4	6	4	8	10	5	3	3	6	6	2	12	5	7
desc	OG0003562	4	2	2	6	5	5	6	8	7	7	4	3	4	6	10	3	3	8	8	6
desc	OG0005733	3	9	3	1	34	77	8	4	6	16	5	2	15	47	10	5	68	7	5	5
desc	OG0005500	4	2	1	1	2	2	3	4	5	4	3	1	2	3	5	1	2	3	2	4
desc	OG0003244	4	2	1	1	3	1	2	7	5	10	3	4	2	5	2	3	2	4	4	6
desc	OG0004882	28	2	1	1	2	1	5	9	8	4	4	5	10	3	4	3	1	6	4	6
desc	OG0007104	20	5	3	1	6	6	8	13	7	5	6	5	2	7	14	5	6	7	12	12
desc	OG0007149	3	2	3	3	2	5	5	6	5	4	5	8	2	4	4	4	6	4	3	4
desc	OG0005603	6	1	1	1	2	2	2	5	5	4	2	3	2	4	6	2	1	2	3	7
desc	OG0000215.1	4	0	1	1	2	5	1	3	3	8	2	9	2	3	3	2	3	3	3	5
desc	OG0004784	28	3	8	2	3	3	6	8	9	4	6	7	1	3	5	9	2	10	15	14
desc	OG0002787	15	1	1	2	2	1	3	7	4	2	2	12	10	3	1	3	8	9	3	5
desc	OG0003045	16	1	3	1	2	1	1	7	4	11	5	9	1	3	5	3	3	6	3	6
desc	OG0000533	16	12	2	3	10	28	10	16	10	6	16	22	2	18	5	9	26	23	14	10
desc	OG0003586	27	2	5	2	2	1	4	24	17	13	8	8	5	4	4	9	2	8	6	12
desc	OG0007292	18	2	4	1	2	4	5	4	6	2	4	9	2	5	2	5	7	1	4	2
desc	OG0007329	18	2	1	3	3	3	9	6	4	3	5	11	3	5	2	7	5	6	7	7
desc	OG0001018	38	4	7	1	2	6	3	18	17	17	9	7	1	14	3	7	4	6	16	22
desc	OG0006066	9	28	5	4	3	11	8	8	5	6	6	9	2	3	4	6	6	6	6	25
desc	OG0007042	92	28	19	7	8	21	35	64	47	26	33	94	13	20	21	51	41	38	30	35
desc	OG0006891	4	1	1	5	2	3	1	4	2	2	1	2	12	5	6	2	1	9	2	3
desc	OG0005684	3	2	1	1	2	1	2	5	2	2	1	48	1	2	3	1	4	2	3	3
desc	OG0006364	4	2	1	1	2	1	2	8	10	6	4	2	3	2	2	3	2	5	5	9
desc	OG0005880	20	2	5	2	36	7	4	6	4	7	8	13	1	9	13	5	21	15	6	9
desc	OG0002921	8	2	1	1	2	1	4	5	2	4	3	4	1	2	9	2	3	3	3	5
desc	OG0005162	18	6	5	2	2	5	12	18	10	4	7	3	6	4	10	4	7	10	10	14
desc	OG0001132	246	914	338	361	72	209	494	0	452	1380	781	201	779	254	533	1049	245	874	1185	706
desc	OG0004756	10	4	3	1	2	2	14	7	6	4	5	6	0	3	8	4	2	6	8	9
desc	OG0002077	4	2	1	2	3	1	4	6	4	4	3	2	1	2	3	4	2	6	5	6
desc	OG0003661	4	14	5	2	7	1	3	7	9	2	6	4	1	3	4	5	13	4	20	8
desc	OG0004853	17	4	4	1	3	3	10	13	13	11	10	4	6	3	10	6	3	13	10	16
desc	OG0006483	21	3	6	1	2	1	10	9	8	32	9	24	4	6	6	4	4	9	12	8
desc	OG0004710	18	12	15	3	5	2	14	23	19	16	12	36	6	4	29	8	10	25	19	12
desc	OG0004772	7	2	1	1	2	1	3	6	8	10	5	5	1	4	3	2	2	8	5	6
desc	OG0004421	139	20	37	27	3	7	65	82	110	78	143	42	85	15	21	35	7	169	114	84
desc	OG0002096	2	1	1	1	2	1	3	2	20	4	2	2	3	1	4	1	1	3	1	2
desc	OG0004201	14	5	2	2	3	9	1	5	4	4	3	36	1	7	10	2	5	5	4	14
desc	OG0005010	22	10	19	2	2	3	31	18	14	10	15	8	6	5	8	9	6	12	32	23
desc	OG0005554	6	1	1	1	3	1	1	3	4	5	3	5	2	3	1	2	2	3	2	5
desc	OG0007319	38	3	8	6	4	30	6	16	7	10	33	6	4	4	1	13	4	12	7	11
desc	OG0007012	8	1	1	1	2	1	5	3	3	4	4	6	1	4	3	2	2	4	4	11
desc	OG0001043	12	6	12	35	23	5	8	24	22	42	8	52	6	26	13	14	56	13	12	8
desc	OG0002876	9	1	2	1	2	1	4	5	4	4	3	1	3	3	1	2	1	4	2	4
desc	OG0004944	17	2	1	2	4	9	2	7	2	6	2	3	2	5	4	1	4	4	3	2
desc	OG0005491	15	3	2	1	2	1	6	6	4	6	4	5	0	5	3	4	5	9	6	6
desc	OG0006110	9	1	2	1	4	7	2	4	4	2	3	6	1	10	8	2	3	2	3	3
desc	OG0000522	0	14	11	19	13	55	14	37	35	16	23	53	19	34	16	19	44	24	21	24
desc	OG0005529	8	3	2	1	3	1	4	9	8	4	3	3	6	3	4	4	1	7	7	9
desc	OG0003845	14	10	3	1	2	1	5	8	8	6	9	4	3	5	4	3	6	10	8	16
desc	OG0005894	15	4	6	37	2	1	10	11	12	10	12	24	6	11	4	7	4	16	8	12
desc	OG0004095	26	1	2	22	5	2	6	6	5	6	5	9	2	23	4	7	13	8	14	10
desc	OG0004411	9	2	3	2	1	3	4	8	4	4	4	5	3	6	3	3	4	5	3	4
desc	OG0006564	9	3	2	1	2	1	2	5	4	8	6	7	2	3	5	3	5	6	4	5
desc	OG0006567	5	2	2	16	10	4	2	6	4	4	3	8	2	3	7	2	13	5	3	5
desc	OG0003191	5	2	1	3	2	3	5	4	3	6	4	7	1	2	4	2	2	4	4	4
desc	OG0005442	26	4	2	6	3	2	21	14	11	10	11	18	4	4	6	4	3	15	14	26
desc	OG0002734	6	3	1	1	2	1	3	5	4	4	5	14	2	4	4	2	2	4	5	6
desc	OG0003693	12	5	2	5	2	2	5	14	10	12	6	17	2	9	3	6	4	6	10	13
desc	OG0000237	20	4	7	10	2	2	12	14	12	12	10	6	3	3	8	3	4	20	17	20
desc	OG0005965	15	5	2	3	3	6	6	10	17	14	14	14	7	11	4	6	7	15	6	10
desc	OG0005519	11	2	1	2	3	2	4	6	5	4	4	11	3	4	2	4	4	6	5	6
desc	OG0005775	11	3	1	1	3	2	4	6	4	5	3	6	2	5	5	3	7	5	4	7
desc	OG0004816	16	5	4	3	5	1	5	18	19	15	10	17	6	10	7	9	9	11	7	14
desc	OG0005527	8	1	2	2	2	1	3	5	10	5	4	2	7	3	9	2	5	5	6	5
desc	OG0006710	20	2	3	2	6	5	3	7	9	11	7	4	2	17	4	4	27	4	5	4
desc	OG0005890	23	3	4	2	2	2	6	9	7	6	6	8	4	6	6	6	2	7	7	8
desc	OG0005502	26	5	4	2	4	3	9	17	17	20	9	18	10	10	8	8	8	11	10	16
desc	OG0002562	25	15	14	3	14	4	5	6	9	7	7	303	6	18	20	22	31	13	10	7
desc	OG0002102	1	0	1	1	2	1	1	1	2	1	1	4	1	2	4	1	2	1	1	2
desc	OG0004742	7	2	2	3	3	2	3	4	3	2	4	5	0	2	1	2	6	5	5	5
desc	OG0004013	16	1	1	62	7	2	24	9	8	10	8	10	4	6	7	3	4	9	17	16
desc	OG0005687	9	2	2	2	2	2	2	5	4	8	4	7	3	5	1	3	1	4	3	8
desc	OG0006546	29	5	3	2	5	6	6	19	14	8	11	21	4	16	9	5	15	14	16	12
desc	OG0005914	11	10	7	1	2	2	11	15	12	18	12	1	4	6	10	14	2	15	10	9
desc	OG0006450	13	4	1	2	2	5	4	10	9	6	6	8	3	4	3	6	2	5	5	8
desc	OG0005221	22	4	2	1	2	2	7	7	5	2	7	3	10	3	4	4	7	8	14	6
desc	OG0000535	16	6	7	7	6	3	10	17	10	8	15	62	5	8	18	7	11	18	8	20
desc	OG0000849.2	4	3	1	2	2	1	7	14	18	6	8	3	4	3	9	4	2	14	15	13
desc	OG0005984	27	2	3	1	2	3	4	6	6	4	5	9	32	5	5	6	4	15	8	5
desc	OG0003800	60	9	8	3	7	1	8	10	11	8	9	58	5	11	11	9	15	22	13	13
desc	OG0006170	54	10	8	4	7	38	18	24	21	14	23	40	8	25	10	32	25	20	20	20
desc	OG0003316	8	2	1	1	2	3	7	6	8	8	6	5	1	3	4	5	3	17	11	11
desc	OG0005607	71	7	4	2	2	2	2	26	16	4	7	12	10	2	7	4	5	8	8	8
desc	OG0005799	16	2	29	4	4	2	16	34	24	2	42	1	6	5	4	12	2	18	29	28
desc	OG0007228	34	1	1	1	3	76	6	3	3	2	4	15	1	6	9	4	10	4	3	3
desc	OG0006115	16	1	1	2	2	23	3	7	4	2	3	26	1	3	2	2	3	2	4	5
desc	OG0005404	4	5	1	1	2	1	2	5	4	6	3	1	2	2	3	2	1	3	4	4
desc	OG0004748	3	1	1	2	1	3	2	4	2	2	2	10	1	1	1	1	1	4	3	4
